Aisles,Product,amountBought
"cat food care","Natural Food For Adult Cats, Chicken, Duck & Shrimp Recipe",61
"cat food care","Flaked Tuna Supreme Cat Food",60
"cat food care","Whisker Lickin's Crunchy Tuna Flavor Cat Treats",58
"cat food care","Fish Flop Catnip Crinkle Toys",58
"cat food care","Healthy Naturals Dry Cat Chicken",56
"cat food care","Chicken & Beef Dinner Cat Food",56
"cat food care","Purrfect Grain Free Saucy Wild Tuna & Salmon Dinner Premium Cat Food",56
"cat food care","Natural Sensations Crunchy Chicken Cat Treats",56
"cat food care","High Protein Advanced Formula Cat Food",53
"cat food care","Grilled Whitefish & Cheddar Cheese Feast Cat Food",52
"cat food care","Gravy Sensations Surfin' & Turfin' Favorites Variety Pack Cat Food",51
"cat food care","Tidy Cats 4-in-1 Strength Cat Litter",50
"cat food care","Scooping/Clumping Litter Spoon",49
"cat food care","Urinary Tract Health Formula Dry Cat Food",48
"cat food care","Lively Senior with Chicken Cat Food",48
"cat food care","One SmartBlend Premium Cat Food Pairings Chicken & Salmon Recipe in Gravy",48
"cat food care","Cat Food, Premium, Organic Beef",48
"cat food care","Cat Litter Scented Super Clump",47
"cat food care","Savory Seafood Dinner Cat Food",47
"cat food care","Chicken Crab & Herring Cat Food",47
"cat food care","Smart Blend Chicken and Turkey Flavor Dry Cat Food",46
"cat food care","SmartBlend Pairings Chicken & Chicken Hearts Recipe in Gravy Cat Food",43
"cat food care","Gravy Favorites Variety Pack Cat Food",43
"cat food care","Hairball Control Dry Cat Food",42
"cat food care","Chicken & Lobster Cat Food",42
"cat food care","Cat Litter, Scoopable, Scented",41
"cat food care","Flutter Balls",41
"cat food care","Complete Health Kitten Dry Food",40
"cat food care","Organic Beef & Liver Premium Cat Food",39
"cat food care","Dry Cat Food",37
"cat food care","Friskies Party Mix Crunch California Dreamin' Cat Treats",35
"cat food care","Cat Food, Gourmet Gold Filet Mignon",35
"cat food care","Pull 'n Play Cat Treat Play Pack",30
"cat food care","Kitten Chow Nurture Kitten Food",29
"cat food care","Spot's Pate Cat Grain Free Ground Whitefish",28
"cat food care","Tumblers Savory Salmon & Tuna Flavors Cat Treats",28
"cat food care","Healthy Naturals Chicken Dry Cat Food",24
"cat food care","ProActive Health Sensitive Stomach with Chicken  Cat Food",19
"cat food care","Tender Favorites Chicken & Liver in Sauce Wet Cat Food",16
"cat food care","Adult Healthy Metabolism Cat Food",13
"cat food care","Cat Food, Premium Feast Dinner",13
"cat food care","Fresh Scent Clumping Cat Litter",11
"cat food care","Core Grain Free Original Formula Protein-Focused Nutrition Natural Food for Adult Cats",10
"cat food care","Tender Moments, Salmon Flavor Cat Treats",8
"cat food care","Chicken & Brown Rice Flaxseed Organix Healthy Adult Cat Food",8
